rt1_1953,rt1_1954,rt1_1955,rt1_1956,rt1_1957,rt1_1958,rt1_1959,rt1_1960,rt1_1961,rt1_1962,rt1_1963,rt1_1964,rt1_1965,rt1_1966,rt1_1967,rt1_1968,rt1_1969,rt1_1970,rt1_1971,rt1_1972,rt1_1973,rt1_1974,rt1_1975,rt1_1976,rt1_1977,rt1_1978,rt1_1979,rt1_1980,rt1_1981,rt1_1982,rt1_1983,rt1_1984,rt1_1985,rt1_1986,rt1_1987,rt1_1988,rt1_1989,rt1_1990,rt1_1991,rt1_1992,rt1_1993,rt1_1994,rt1_1995,rt1_1996,rt1_1997,rt1_1998,rt1_1999,rt1_2000,rt1_2001,rt1_2002,rt1_2003,rt1_2004,rt1_2005,rt1_2006,rt1_2007,rt1_2008,rt1_2009,rt1_2010,rt1_2011,rt1_2012,rt1_2013,rt1_2014,rt1_2015,rt1_2016,rt1_2017,rt1_2018,rt1_2019,rt1_2020
1119.46,114.976,120.2,154.502,93.3936,372.316,134.317,370.551,583.525,548.579,307.37,179.02,709.863,72.4598,35.6973,111.603,114.92,159.167,198.291,271.327,272.023,305.667,84.8682,94.0551,123.284,79.8289,949.718,142.847,61.7765,57.2999,475.836,234.392,75.3088,91.7055,621.693,310.975,158.44,89.4467,398.949,27.5029,35.7166,104.502,297.909,264.396,722.035,56.9423,111.717,146.478,118.187,370.259,84.9652,300.028,75.3999,242.338,71.496,274.646,71.5269,227.231,143.645,681.625,63.0716,164.027,78.1234,149.302,147.548,21.8175,1036.2,150.065
1246.27,172.281,255.906,258.919,117.198,239.727,91.098,374.785,412.644,424.204,260.492,293.975,604.153,169.495,33.5293,222.556,127.253,169.449,171.532,361.155,282.672,238.187,103.436,92.3089,160.286,89.1911,1092.14,191.454,71.2324,59.816,458.997,240.035,78.9009,97.9981,661.247,380.764,153.616,92.7175,309.587,37.3979,37.8309,118.482,311.021,323.347,773.947,44.2847,143.911,131.848,118.515,315.693,80.8351,272.868,81.7756,323.276,58.511,297.328,51.6642,206.959,108.132,635.884,60.6666,112.38,72.2594,162.404,220.986,96.3461,998.642,242.664
862.152,166.55,315.169,136.558,103.467,272.236,129.72,262.585,530.058,472.117,468.257,79.9785,936.761,124.342,33.6315,248.623,204.934,196.945,357.614,391.133,331.656,257.989,125.377,127.823,141.753,87.3245,1122.28,183.605,80.9218,66.8182,378.656,269.216,63.8707,103.607,572.01,347.354,150.31,77.6972,353.836,34.7901,30.3276,100.121,329.769,398.803,742.167,45.7623,154.155,139.718,173.643,342.436,93.2126,249.257,105.898,340.023,100.072,346.463,56.1574,323.407,167.305,493.648,59.2582,89.0614,72.0126,135.792,163.729,40.8513,872.974,152.555
904.554,249.438,132.555,196.768,105.812,329.534,83.1937,195.343,751.658,405.683,384.996,196.698,789.448,78.0276,157.99,173.052,203.803,242.853,352.294,311.824,331.442,322.121,74.5978,100.703,81.9425,44.6715,638.735,118.295,41.8371,49.3975,367.896,211.677,68.5765,89.0894,588.663,291.249,182.05,76.7207,337.753,37.6224,20.4366,87.2961,255.05,300.707,664.14,49.4736,189.553,131.079,192.319,346.815,108.868,288.94,91.3402,320.381,92.5851,301.372,69.9889,247.499,165.098,566.47,80.525,136.823,97.0482,143.011,250,40.525,1007.61,49.2301
1018.09,130.367,77.5761,253.563,108.857,220.304,136.387,397.236,635.339,511.714,289.023,318.042,962.546,153.571,188.55,118.739,209.502,215.685,326.559,423.779,344.628,285.448,100.847,88.8863,122.842,61.1236,791.489,131.02,71.1196,50.3391,424.785,276.98,84.8607,84.7655,649.093,347.062,150.867,65.2988,241.989,36.0177,23.6071,61.5828,168.365,267.528,622.923,67.1162,163.934,194.914,224.371,547.997,122.391,301.115,120.042,301.619,65.6019,365.653,58.746,252.549,135.367,580.871,63.3712,132.55,93.8667,271.671,284.575,69.0234,1018.64,122.516
1143.72,257.248,128.324,262.014,136.912,310.792,157.461,493.146,473.602,674.593,208.076,120.893,979.184,76.252,64.0021,164.723,106.228,249.779,335.027,481.762,314.106,289.647,125.825,137.433,130.813,68.6211,944.142,159.803,57.8748,50.3342,382.261,214.691,62.7331,94.2044,717.761,404.84,243.342,128.531,447.857,38.5624,30.3494,126.119,375.434,443.423,766.324,61.9173,132.552,121.328,140.922,345.64,71.389,319.292,104.623,334.21,76.212,361.7,100.029,287.15,166.578,728.176,103.794,169.094,105.413,191.89,249.354,143.632,1456.35,179.139
738.889,236.203,128.653,193.658,146.938,296.874,102.438,239.577,413.143,445.957,352.839,59.424,1031.62,94.7967,65.3585,119.759,127.43,316.3,255.623,354.827,312.515,373.198,105.648,124.612,131.315,73.595,1063.11,151.402,92.3946,75.8109,525.554,193.321,86.5389,99.6548,717.359,311.795,175.749,64.5967,321.1,26.0577,28.8874,127.717,321.357,340.881,834.52,61.8801,128.388,146.553,158.222,402.865,93.2884,297.779,111.696,478.201,98.964,336.737,85.717,289.196,164.51,715.64,58.7857,138.372,52.5695,161.471,192.464,48.8727,850.029,81.1636
819.24,203.624,168.804,179.206,162.723,302.921,123.71,297.464,563.819,387.774,355.649,262.666,877.052,48.8251,75.9861,159.039,160.214,196.688,322.659,382.152,243.58,294.632,124.192,100.459,142.001,71.7343,1088.13,224.286,99.802,92.4438,719.408,391.548,112.252,180.453,849.341,514.368,197.256,93.8128,297.13,42.791,31.2618,93.5243,253.239,313.388,722.793,47.9965,121.299,116.778,108.82,282.286,50.8558,225.646,82.892,289.971,67.1016,358.316,95.9238,358.354,201.877,809.085,117.763,153.149,82.3449,169.184,357.708,42.194,1085.84,138.861
1020.78,122.114,91.9631,301.355,97.6637,229.081,36.7431,204.467,364.617,362.08,322.193,186.385,508.785,154.234,55.1944,129.535,80.6918,196.686,231.877,314.947,228.608,324.57,106.509,90.7902,108.944,51.9238,678.6,113.241,55.8655,54.3026,374.48,176.36,53.6688,76.197,515.819,270.446,137.156,63.0509,259.643,28.0977,29.1757,70.724,287.713,272.161,635.689,60.347,122.848,116.732,100.884,313.824,58.5372,265.665,68.9735,234.493,70.3863,219.466,66.5586,201.7,199.846,563.773,109.173,131.484,105.779,198.968,420.871,56.2648,1251.23,25.3008
825.751,118.358,104.552,173.41,146.162,275.602,35.4433,226.306,383.394,630.984,197.14,247.951,714.652,76.7527,104.009,152.215,254.532,235.212,282.933,349.94,315.753,281.143,98.4156,134.521,155.855,79.9506,994.565,194.324,89.5054,61.1246,477.171,248.82,103.192,145.896,728.364,367.916,184.115,78.2,341.417,29.9859,34.7857,76.7361,221.762,246.92,586.548,58.0633,162.127,152.697,151.811,558.957,138.511,399.386,98.6242,303.741,83.8724,303.237,61.3751,183.805,211.194,781.399,121.824,123.842,98.2129,211.332,294.258,77.449,1013.55,139.118
