ro_gr1,h_gr1,m_gs1,rbar_ag1,rinit_ag1,rho_gr1,vartheta_gr1,bo,sbo,q1,q2,SSB1,sel_g1,sel_sd1,sel_g2,sel_sd2,sel_g3,sel_sd3,sel_g4,sel_sd4,sel_g5,sel_sd5,f
366.291,0.786253,0.364873,216.521,77.8429,0.239048,1.22448, 64.2739, 62.6531,0.46495,1.00449,36.3534,4.74733,1.03424,3.25909,0.410559,5.7411,0.541947,2.055,0.05,2.055,0.05,-756.948
589.132,0.517435,0.341383,195.767,74.7599,0.275826,1.33251, 80.8807, 113.437,0.547586,0.990533,38.5801,5.0562,1.16378,3.30979,0.42141,5.73847,0.548673,2.055,0.05,2.055,0.05,-777.741
492.404,0.483557,0.465734,188.387,198.518,0.198537,1.25524, 61.1935, 91.5813,0.547562,1.01333,29.9266,5.57181,1.27447,3.26497,0.41003,5.8077,0.562215,2.055,0.05,2.055,0.05,-757.581
318.967,0.613774,0.486286,171.544,280.966,0.203643,1.02389, 28.7458, 63.7595,0.624524,1.0025,19.9419,5.72016,1.39366,3.34809,0.448025,5.60528,0.518253,2.055,0.05,2.055,0.05,-770.13
317.267,0.696176,0.636361,193.802,395.028,0.3131,1.18569, 31.2979, 55.6792,0.545272,1.01601,23.0478,5.26238,1.15089,3.42087,0.465047,5.59102,0.515831,2.055,0.05,2.055,0.05,-760.312
317.852,0.592896,0.461262,209.779,306.822,0.30136,1.07787, 25.5061, 51.4695,0.52389,0.988206,15.0849,5.15813,1.15546,3.23668,0.384998,5.57708,0.505246,2.055,0.05,2.055,0.05,-769.537
348.788,0.696764,0.365948,210.833,110.331,0.308885,1.01054, 22.1669, 54.1024,0.529343,1.00607,12.9122,4.66007,0.979832,3.43365,0.460288,5.69117,0.535041,2.055,0.05,2.055,0.05,-759.705
405.115,0.649447,0.441351,220.422,191.75,0.228948,1.21865, 25.4544, 64.2904,0.526648,0.997151,23.2666,4.99058,1.0021,3.36918,0.442767,5.7334,0.542629,2.055,0.05,2.055,0.05,-781.813
430.797,0.585091,0.403322,197.083,146.975,0.301957,1.08217, 29.2458, 71.977,0.561634,1.0089,17.9017,5.64392,1.26299,3.25786,0.39204,5.71358,0.54102,2.055,0.05,2.055,0.05,-749.823
309.545,0.690751,0.411063,177.738,156.071,0.259409,1.21761, 46.8266, 64.7519,0.574984,1.00062,38.7303,4.90398,1.10179,3.1479,0.353366,5.61552,0.527338,2.055,0.05,2.055,0.05,-770.945
292.869,0.858447,0.479763,202.926,253.891,0.380288,1.0556, 31.6387, 51.9959,0.54334,0.991865,30.3773,5.52918,1.23915,3.19591,0.37608,5.64162,0.53576,2.055,0.05,2.055,0.05,-771.988
336.707,0.543905,0.43073,200.914,178.875,0.314227,1.13916, 48.1109, 58.4889,0.551318,0.998163,31.9311,5.04565,1.17473,3.28379,0.437098,5.75523,0.567742,2.055,0.05,2.055,0.05,-782.675
394.639,0.785211,0.358723,180.408,121.143,0.254424,0.907544, 65.4617, 79.9036,0.597576,1.00133,30.499,5.11644,1.19979,3.27604,0.393014,5.64856,0.529644,2.055,0.05,2.055,0.05,-782.489
337.637,0.648678,0.450174,190.009,189.835,0.284797,1.05936, 38.2293, 63.812,0.600724,0.99822,24.5968,4.85525,1.09092,3.2708,0.391832,5.58443,0.538278,2.055,0.05,2.055,0.05,-766.506
330.043,0.722266,0.471518,210.889,253.692,0.278179,1.1847, 26.0092, 55.1746,0.524686,1.00545,18.1063,4.79977,1.05497,3.23906,0.374934,5.51326,0.516405,2.055,0.05,2.055,0.05,-769.807
264.677,0.910031,0.345932,203.852,188.299,0.247634,1.17632, 28.2664, 45.1979,0.555586,1.00064,27.0788,4.84533,1.07245,3.44282,0.473266,5.69098,0.529728,2.055,0.05,2.055,0.05,-768.775
329.39,0.565809,0.343467,199.375,149.206,0.364415,1.09945, 31.4997, 59.5494,0.555916,1.00196,30.6074,4.95498,1.06574,3.40393,0.449885,5.70854,0.53322,2.055,0.05,2.055,0.05,-763.898
349.522,0.657383,0.381749,184.735,145.08,0.284726,1.09308, 49.271, 69.5421,0.605426,0.994051,30.8803,4.63528,0.995498,3.25906,0.407311,5.83527,0.551543,2.055,0.05,2.055,0.05,-774.242
405.589,0.555907,0.373391,207.176,147.374,0.293238,1.40997, 27.7543, 67.2823,0.550662,0.99797,18.9104,5.10576,1.09561,3.19875,0.36365,5.70413,0.53503,2.055,0.05,2.055,0.05,-771.499
298.237,0.706932,0.554762,180.605,396.152,0.260568,1.35539, 40.6237, 61.6249,0.583337,0.993992,33.2401,4.98025,1.13748,3.07669,0.354057,5.85321,0.592746,2.055,0.05,2.055,0.05,-772.428
354.75,0.692933,0.561822,189.36,506.084,0.276822,0.924671, 27.3855, 63.3563,0.576712,1.0039,17.2037,4.74393,1.01432,3.16642,0.375591,5.65553,0.543192,2.055,0.05,2.055,0.05,-784.223
228.238,0.780918,0.459589,173.399,293.677,0.382461,0.906425, 20.2292, 44.503,0.588839,1.00733,16.9484,4.68035,1.0568,3.20387,0.395697,5.56888,0.528738,2.055,0.05,2.055,0.05,-781.836
213.096,0.756497,0.51086,168.548,299.737,0.259935,1.27571, 28.8328, 45.6477,0.634769,1.01738,30.3511,5.02537,1.27823,3.11298,0.368627,5.66055,0.566838,2.055,0.05,2.055,0.05,-746.931
322.404,0.664661,0.418152,182.69,171.423,0.278318,1.12843, 50.9508, 65.8005,0.599138,0.992624,36.7061,4.47254,1.00771,3.16907,0.364064,5.71136,0.547353,2.055,0.05,2.055,0.05,-765.862
259.79,0.809625,0.359441,191.68,198.915,0.309068,1.42147, 35.6669, 49.9623,0.567663,0.987626,29.8518,4.73626,1.09376,3.18431,0.38695,5.45816,0.502658,2.055,0.05,2.055,0.05,-772.815
402.842,0.632374,0.535496,201.689,419.278,0.243676,1.21807, 46.8511, 73.1585,0.551225,0.979054,33.4352,5.17719,1.14812,3.16777,0.357507,5.52968,0.517334,2.055,0.05,2.055,0.05,-787.886
290.451,0.825475,0.457932,184.493,307.199,0.232091,1.21004, 23.0852, 54.2765,0.599951,1.01911,21.9592,5.03649,1.12029,3.24688,0.387659,5.70027,0.548328,2.055,0.05,2.055,0.05,-754.443
390.219,0.626082,0.398483,224.527,131.675,0.23925,1.16384, 32.0366, 60.6382,0.50377,1.00131,20.0537,4.55361,0.992588,3.29144,0.413262,5.65872,0.541622,2.055,0.05,2.055,0.05,-775.483
248.707,0.812827,0.285173,181.978,72.2843,0.202782,1.34924, 26.9829, 51.0374,0.606807,0.989662,21.8955,4.73632,1.08437,3.19398,0.362082,5.61947,0.532071,2.055,0.05,2.055,0.05,-763.854
411.103,0.636098,0.401731,189.219,78.6865,0.353621,1.19002, 53.9527, 77.4366,0.588249,0.992022,32.9851,5.49793,1.26265,3.26593,0.406729,5.62875,0.530707,2.055,0.05,2.055,0.05,-746.857
417.534,0.572917,0.569208,177.346,230.278,0.267196,1.1805, 44.0433, 84.7218,0.620936,1.00182,32.4491,5.41861,1.21781,3.34321,0.437917,5.72351,0.547172,2.055,0.05,2.055,0.05,-753.895
368.383,0.770101,0.375518,189.749,172.087,0.29156,1.19337, 22.4955, 65.6874,0.579296,1.01534,13.9827,4.3933,1.023,3.27336,0.394835,5.67138,0.540933,2.055,0.05,2.055,0.05,-754.416
304.901,0.645173,0.67896,183.014,799.339,0.301015,1.39461, 48.2503, 60.7672,0.620779,1.00342,33.9897,4.14649,0.903058,3.18086,0.372302,5.68881,0.566317,2.055,0.05,2.055,0.05,-762.249
294.898,0.78845,0.526005,194.654,387.657,0.295526,1.29933, 30.6436, 52.3889,0.562836,0.999233,33.0117,4.92185,1.06175,3.31784,0.446403,5.64502,0.537251,2.055,0.05,2.055,0.05,-754.171
361.348,0.709282,0.701976,198.411,615.464,0.233692,1.11718, 44.7949, 62.1648,0.521111,1.02525,24.7263,4.84678,1.0692,3.32756,0.456287,5.57183,0.504746,2.055,0.05,2.055,0.05,-773.511
269.228,0.747018,0.579218,194.204,520.654,0.344032,1.40297, 25.9388, 49.1114,0.582998,0.987786,25.7058,4.97295,1.14023,3.26636,0.412191,5.70223,0.549031,2.055,0.05,2.055,0.05,-773.69
260.467,0.770055,0.648261,208.488,750.586,0.204097,1.24342, 20.1221, 43.0265,0.497429,0.987233,20.3899,4.56682,0.999991,3.33538,0.450933,5.64853,0.550833,2.055,0.05,2.055,0.05,-763.597
400.488,0.533245,0.563743,219.06,272.911,0.232674,1.55858, 33.8821, 63.539,0.504265,1.00976,20.3001,4.67254,0.9797,3.32064,0.431335,5.63679,0.527102,2.055,0.05,2.055,0.05,-747.688
329.605,0.620206,0.294134,200.616,92.6724,0.282537,1.39547, 29.5565, 57.3246,0.53305,1.00108,18.8014,5.14174,1.16578,3.32242,0.4047,5.66886,0.529762,2.055,0.05,2.055,0.05,-768.373
