N_ag1_age2_1951,N_ag1_age3_1951,N_ag1_age4_1951,N_ag1_age5_1951,N_ag1_age6_1951,N_ag1_age7_1951,N_ag1_age8_1951,N_ag1_age9_1951,N_ag1_age10_1951
295.038,442.285,660.847,32.8962,99.1795,46.2992,0.0455903,1.63239,4.95809
377.967,401.147,613.329,53.2931,58.7675,34.4014,3.27051,1.65076,0.722799
208.781,547.835,479.608,51.3022,130.997,16.2704,0.323804,0.455707,2.69012
311.843,398.694,471.282,74.084,122.989,4.76194,0.821544,9.07469,0.277001
375.009,517.289,421.56,93.9363,59.311,1.34594,11.3522,8.07486,4.76549
453.108,463.773,942.908,96.9883,90.2777,4.70927,21.1152,1.35204,9.13219
341.243,515.124,727.177,134.723,31.8317,7.40694,8.02576,5.43244,28.4224
313.413,438.635,571.822,147.61,50.8703,11.2975,2.12175,0.794922,31.8922
402.656,680.248,682.11,113.074,62.4051,13.2753,7.24592,7.20525,21.6354
367.18,397.512,586.609,62.835,135.754,7.12326,1.4312,7.87113,13.6053
353.102,277.344,633.26,81.1214,36.9412,7.13441,2.4212,8.70972,3.62481
296.779,767.595,587.347,145.068,27.5579,7.21947,7.21459,1.60528,11.5716
237.327,636.733,526.477,131.138,42.0668,25.031,0.520108,2.85616,0.463326
283.455,460.381,767.014,96.8487,70.4811,8.00978,7.48607,32.6775,20.3718
492.348,650.827,713.904,65.0299,51.4265,2.22932,23.594,32.5566,37.1452
507.625,774.095,621.621,103.063,22.1405,4.86143,2.49883,1.85954,54.8989
489.626,942.15,386.573,92.0488,54.4836,9.79389,53.4495,0.0777792,1.55943
251.594,477.708,465.826,107.71,63.9972,24.4832,0.356616,1.60484,2.55606
249.022,531.951,530.822,115.575,49.5883,23.9425,0.0490608,2.77571,4.73005
260.558,593.731,554.39,81.8413,49.2118,1.41876,1.52997,19.1239,5.88143
424.083,446.543,609.381,205.477,61.9164,2.53006,0.718711,0.486744,15.9705
537.797,594.644,705.507,222.563,59.392,2.77065,17.6822,5.82197,1.28838
405.857,708.02,538.55,110.999,116.213,4.5562,22.6361,1.36334,9.97136
561.295,665.305,610.502,154.03,90.6559,7.60778,22.6188,4.32671,0.57756
627.865,846.884,594.015,166.469,80.5986,14.3988,1.44913,7.08164,10.1077
379.256,1309.68,584.853,77.9312,97.3307,14.0191,8.65416,4.39036,8.94842
421.778,642.011,693.023,278.138,108.984,53.2959,14.2912,0.830632,5.26135
669.81,722.002,713.341,122.597,55.2261,8.28226,3.02128,5.66222,6.517
600.648,870.045,660.955,161.253,68.2311,9.2822,18.0933,1.21426,4.88421
490.347,483.154,911.565,171.842,49.2537,13.9671,6.8064,0.671173,16.1701
399.88,777.267,776.014,137.244,58.5274,10.6434,11.8302,0.0976878,5.88027
426.667,579.961,792.679,63.5661,134.408,2.90759,7.70362,2.76702,25.2241
443.951,730.667,573.38,94.2142,104.665,7.07105,17.1215,0.671891,11.8579
266.862,586.774,513.671,54.5383,76.3422,8.52673,10.2914,4.32591,0.88301
385.521,553.119,744.699,110.961,45.1957,24.5239,7.55692,0.102702,20.1087
268.182,745.199,552.48,114.406,39.2007,4.13875,3.84037,1.45747,22.9055
394.853,685.549,673.399,152.848,27.8076,3.22861,7.8197,2.05893,12.101
216.987,603.299,414.784,181.891,25.8155,0.879312,4.30539,10.4434,0.628643
327.113,692.973,551.922,134.459,26.6513,1.71736,9.26667,5.19228,6.14127
580.799,799.629,668.717,154.284,60.6829,3.12323,2.23668,17.0135,2.49868
322.236,533.359,625.85,70.3912,59.6364,1.85883,2.27014,2.01755,2.81953
271.868,563.835,563.073,156.451,38.6286,0.335864,15.2201,2.06788,1.76571
277.98,655.97,498.754,98.9433,123.569,0.0360515,6.26515,0.277938,15.0975
313.95,626.431,687.71,82.1998,64.5372,0.844606,18.5463,6.8237,0.0684444
211.904,625.177,483.987,116.398,100.148,12.62,0.784294,5.27006,0.0265156
