rt1_1953,rt1_1954,rt1_1955,rt1_1956,rt1_1957,rt1_1958,rt1_1959,rt1_1960,rt1_1961,rt1_1962,rt1_1963,rt1_1964,rt1_1965,rt1_1966,rt1_1967,rt1_1968,rt1_1969,rt1_1970,rt1_1971,rt1_1972,rt1_1973,rt1_1974,rt1_1975,rt1_1976,rt1_1977,rt1_1978,rt1_1979,rt1_1980,rt1_1981,rt1_1982,rt1_1983,rt1_1984,rt1_1985,rt1_1986,rt1_1987,rt1_1988,rt1_1989,rt1_1990,rt1_1991,rt1_1992,rt1_1993,rt1_1994,rt1_1995,rt1_1996,rt1_1997,rt1_1998,rt1_1999,rt1_2000,rt1_2001,rt1_2002,rt1_2003,rt1_2004,rt1_2005,rt1_2006,rt1_2007,rt1_2008,rt1_2009,rt1_2010,rt1_2011,rt1_2012,rt1_2013,rt1_2014,rt1_2015,rt1_2016,rt1_2017,rt1_2018,rt1_2019,rt1_2020
1109.39,273.184,337.278,471.79,354.001,481.812,186.051,484.664,573.841,510.499,444.704,270.512,199.693,1257.25,167.423,229.387,488.489,536.044,339.699,409.231,360.379,334.925,152.271,127.693,161.045,109.855,1200.46,390.044,342.814,176.716,135.674,452.302,195.852,313.663,1035.51,117.03,68.1208,147.323,636.436,108.505,158.65,52.0434,133.141,453.038,453.608,133.054,247.453,94.2722,237.633,421.672,198.384,394.117,145.305,191.554,97.3756,594.423,204.155,477.796,163.095,465.007,204.859,509.676,108.034,144.39,154.604,555.409,513.785,263.408
745.488,110.662,198.376,231.945,335.494,533.327,132.947,509.621,837.598,662.292,472.926,333.987,118.407,1864.06,154.749,127.079,485.466,290.745,297.87,326.874,334.323,316.948,153.714,105.152,207.116,118.391,1059.12,326.848,297.707,141.157,102.824,278.909,149.887,240.241,804.556,109.499,65.6709,189.895,805.847,144.595,224.619,57.6078,154.747,634.028,603.866,146.55,233.884,111.029,217.1,379.303,141.835,321.742,99.9563,167.971,91.7187,535.807,177.886,373.206,143.59,477.607,175.353,553.321,175.55,156.011,250.045,972.97,93.3529,170.418
798.167,192.979,198.445,240.127,380.694,386.014,132.972,373.424,457.361,591.874,427.177,346.539,287.043,1522.09,101.011,168.633,563.339,377.863,302.341,310.994,303.998,285.867,128.608,110.003,163.828,119.101,1172.39,374.111,337.715,140.025,158.392,359.581,185.2,214.891,835.892,78.1594,64.0734,165.286,656.619,117.16,167.767,52.401,159.055,519.785,506.395,135.519,220.324,84.7586,182.351,343.853,130.536,328.42,104.867,231.263,102.854,512.995,187.641,416.497,170.519,479.447,213.268,529.276,131.326,180.638,228.086,970.865,82.683,179.736
1663.39,198.55,162.337,348.475,388.021,479.244,156.621,465.031,585.069,594.313,315.716,222.409,101.415,2361.43,182.459,226.796,561.265,307.858,254.313,310.105,254.667,264.623,134.469,138.063,144.23,119.115,1304.69,385.05,399.313,175.007,131.309,360.17,158.664,250.334,759.88,92.0989,62.2013,143.878,547.117,116.721,138.162,50.9816,112.198,392.3,443.863,134.248,242.437,101.311,238.002,625.527,181.458,507.271,136.968,203.522,85.6084,522.226,175.732,365.823,132.794,389.625,193.001,578.657,182.435,182.579,217.464,952.857,160.176,198.05
1211.15,155.631,162.846,395.563,285.297,444.183,105.572,493.081,403.552,378.108,460.267,276.289,133.34,1530.02,239.24,290.77,572.734,499.421,411.374,500.426,370.775,359.427,177.65,133.111,177.512,143.04,1147.53,430.101,388.895,160.539,220.556,501.391,261.916,333.921,1087.35,124.845,65.305,146.196,617.321,160.471,171.16,47.2472,118.368,466.883,533.949,158.401,283.297,89.4066,234.767,446.411,175.322,292.172,135.511,157.077,77.7325,494.371,185.968,323.408,137.133,377.733,179.275,518.636,176.777,215.768,198.639,686.714,1076.04,271.33
883.785,155.115,223.421,329.217,431.765,500.29,125.533,477.694,556.22,557.28,626.382,441.037,181.17,1014.17,350.264,254.662,484.235,340.593,319.408,306.725,255.943,300.985,156.163,125.254,151.882,124.358,1084.97,329.581,374.557,187.425,157.266,480.812,243.332,331.911,1192.36,161.049,84.1585,213.186,677.792,165.324,177.634,58.4288,144.483,420.162,522.994,139.729,254.229,127.678,241.277,564.802,194.156,454.086,165.288,309.489,136.474,669.755,213.971,330.084,101.864,284.132,143.283,375.867,101.939,155.716,199.36,758.588,123.367,440.874
1296.62,247.519,202.459,347.983,445.769,441.17,120.173,348.461,540.451,496.879,360.528,299.14,260.66,999.378,241.505,238.165,503.159,361.421,307.503,361.014,250.497,267.403,122.116,94.3393,110.643,100.361,829.031,306.291,325.691,174.245,160.935,486.019,262.354,356.637,1161.92,134.824,92.6794,190.892,693.364,119.085,151.239,46.8505,130.954,459.765,519.532,160.702,233.072,119.727,255.44,552.641,217.34,489.835,128.995,206.891,111.004,536.324,183.631,409.714,112.407,403.226,180.233,477.889,150.358,156.498,168.473,865.117,873.425,157.822
861.672,128.197,227.55,402.501,338.967,660.037,142.489,486.547,637.42,631.811,484.161,420.386,202.286,1082.35,74.9503,96.5766,340.986,289.305,293.187,314.351,294.614,326.696,188.407,129.652,232.085,169.702,1729.54,609.421,545.385,225.856,225.327,520.577,267.961,376.145,1140.46,145.088,69.4417,207.803,663.008,113.97,163.997,53.961,123.678,497.03,462.292,153.319,256.674,106.916,269.498,545.304,157.741,373.726,147.725,219.854,110.797,481.739,153.129,412.299,120.49,470.548,182.323,660.865,147.579,181.289,313.468,632.662,703.366,50.8605
1069.19,283.626,230.443,345.16,499.943,535.462,172.246,388.702,565.565,448.699,778.739,221.205,127.152,1040.62,77.5258,114.509,285.646,289.968,330.579,419.164,293.108,344.669,135.291,101.117,118.882,109.62,820.986,264.202,293.65,141.598,99.9177,395.007,168.718,268.814,878.825,116.008,71.1798,194.186,669.083,117.004,183.702,47.6314,144.319,517.271,551.013,137.748,223.115,92.0178,191.886,439.507,175.823,387.649,144.789,354.018,150.842,687.512,233.334,363.157,117.718,362.864,151.394,431.221,111.142,151.661,229.61,575.787,160.736,71.866
944.59,182.973,194.894,267.933,410.992,574.326,189.565,350.206,686.505,526.056,439.8,203.723,56.5928,1338.5,158.667,81.8784,354.113,356.302,273.532,365.527,402.202,297.388,177.373,115.956,130.623,107.941,1093.02,335.807,317.036,146.379,93.1014,358.532,187.906,245.4,805.268,94.7017,66.7273,168.374,516.827,115.632,145.967,38.2254,101.645,373.035,407.645,123.896,195.153,81.8816,166.318,528.921,180.712,409.74,137.751,280.33,103.207,664.064,181.764,475.964,179.671,522.993,236.207,774.848,174.149,208.21,227.141,813.98,340.511,199.377
