N_ag1_age2_1951,N_ag1_age3_1951,N_ag1_age4_1951,N_ag1_age5_1951,N_ag1_age6_1951,N_ag1_age7_1951,N_ag1_age8_1951,N_ag1_age9_1951,N_ag1_age10_1951
163.959,583.716,435.262,66.2701,2.75399,4.1966,13.2523,9.77082,18.6012
292.585,551.68,568.816,53.6288,14.5351,32.647,3.00705,18.87,35.9467
282.679,459.942,422.987,63.2748,46.3092,22.5574,4.03747,1.47845,1.03159
199.671,345.03,495.19,46.9963,4.38453,0.354728,28.4304,4.50314,24.6327
269.623,473.173,415.579,88.1474,11.7594,2.11307,30.1507,10.5581,1.74238
207.213,522.405,456.168,48.6264,7.5672,1.09068,11.131,6.16555,9.87443
355.822,829.775,596.755,77.4156,33.2052,5.63301,0.815964,2.89392,6.70411
178.492,492.434,416.941,104.663,15.7643,13.3858,6.20901,8.00912,14.755
316.122,669.907,907.265,115.146,18.3603,4.35237,26.1543,0.549462,20.4917
430.813,814.244,760.456,114.068,69.5392,12.105,1.57055,3.24236,4.25827
381.12,652.898,706.067,177.832,48.608,1.84317,3.88864,21.7901,0.611487
478.901,834.894,593.866,118.499,35.3772,32.9368,1.51489,37.7724,1.58676
213.29,574.686,400.136,66.1655,8.03913,1.56257,42.8786,19.3066,18.1864
275.979,516.048,315.667,87.656,1.15099,13.0795,9.65758,29.5139,0.485067
339.755,687.424,434.947,124.899,65.7153,2.4396,0.371579,4.9338,5.84661
276.679,472.292,430.789,101.196,0.843501,4.32897,0.779231,19.0046,34.7511
266.448,641.34,400.975,121.737,0.318352,7.56899,0.350495,48.7545,3.85036
245.283,530.898,565.929,96.1609,9.9596,0.151146,8.18394,1.27383,54.1179
307.391,411.738,315.058,116.829,13.3239,36.1558,2.68418,2.92482,9.96287
167.346,598.342,355.179,152.394,4.47917,45.864,3.72573,1.69585,16.2769
277.725,587.211,540.786,120.615,4.4617,31.0854,16.6646,1.0295,17.0786
257.14,541.387,400.133,69.3454,14.0657,20.6245,2.5926,4.73648,7.72245
232.097,443.14,332.97,119.77,47.4253,28.7619,0.967352,0.283339,1.39923
197.172,651.735,361.961,83.7554,6.79821,2.30112,0.589076,0.79087,36.1801
250.104,471.73,694.195,131.628,21.504,17.3616,0.718135,4.14682,24.9977
226.634,499.413,423.797,95.5104,22.5875,14.833,1.8359,6.50615,2.65449
280.693,458.505,779.197,93.851,12.6815,0.260874,36.4839,3.28348,2.09224
234.594,424.923,490.223,99.9172,39.0588,6.71419,3.26218,1.45359,3.66226
203.714,341.458,470.395,57.2558,6.73608,1.71518,0.481805,13.4815,29.9964
238.088,430.306,467.154,100.415,5.47707,1.27277,12.8083,6.52284,14.8304
345.385,419.991,643.214,89.1893,68.5672,13.4995,0.325211,0.606458,1.53601
369.819,667.343,418.57,89.1917,11.5181,33.4575,12.7002,1.41108,6.32061
322.537,563.107,547.931,106.627,6.79464,1.01596,11.6993,58.5756,7.08082
288.36,751.198,531.194,121.733,5.22336,31.9346,6.49217,1.55321,1.98089
275.572,619.549,503.427,145.164,59.0683,8.29679,0.198483,1.06157,26.7418
173.384,504.196,379.311,123.163,21.1974,13.4873,0.248837,17.1335,4.55546
286.57,358.566,605.31,120.155,7.70312,18.1539,1.37821,64.2278,0.630546
192.064,461.539,570.709,60.1204,1.6969,34.2513,7.70215,3.39994,9.78523
252.304,604.331,385.786,139.226,64.5211,3.01922,1.25409,5.83709,15.7993
244.251,508.103,587.436,128.16,27.1077,53.9759,1.16723,22.1023,3.29566
277.397,526.904,700.671,105.701,20.8873,3.90015,5.38997,28.5632,2.89738
490.684,851.102,725.328,122.181,41.048,2.55588,0.254756,18.1133,49.587
545.002,832.375,799.645,69.6898,68.4919,20.6871,2.39919,0.236282,16.1166
408.157,534.478,808.052,114.759,100.615,5.01305,5.17638,15.4806,3.01089
399.936,692.71,472.619,98.1459,4.7174,20.0021,40.7145,34.3146,2.99027
161.13,418.81,473.529,93.3502,23.1288,28.8439,28.0471,2.6504,21.458
232.078,476.568,411.932,61.6032,18.6554,20.843,11.2243,2.28078,11.2654
188.83,534.691,363.457,75.3476,6.11413,41.3604,2.40743,8.82044,9.37674
143.292,459.724,383.902,40.6863,23.1322,0.439315,3.27974,21.3802,2.62699
157.764,279.327,409.694,43.5359,0.727558,0.548487,27.4889,8.77296,35.3168
156.933,298.813,393.292,70.8209,20.241,0.0881966,0.427432,2.10464,14.8463
417.993,579.184,654.305,174.917,14.5808,43.7809,7.51403,1.53698,53.3201
497.306,548.149,660.899,120.123,13.1654,34.3137,2.32211,7.25614,1.4931
145.902,498.635,432.411,134.743,31.8815,21.6005,4.39871,0.447691,14.8902
272.02,456.318,510.134,96.5441,16.88,14.8976,0.348605,10.3474,12.4434
155.134,371.227,384.503,62.534,5.4486,26.7921,0.495969,4.30127,6.53238
165.85,258.392,457.861,73.3949,14.7144,9.38889,38.7684,6.25316,2.46956
244.912,290.182,373.342,46.1598,8.21368,10.195,14.3805,38.5194,9.75583
198.946,356.632,322.769,94.2775,15.262,8.8501,32.1454,0.895287,12.1514
174.86,315.785,463.585,68.8437,14.1603,1.34327,18.7932,2.77405,25.8994
161.423,329.733,403.212,57.2329,14.0586,10.1383,0.531237,0.959822,10.7752
152.38,357.812,391.194,43.9455,16.12,27.7488,2.59447,3.03719,7.89377
186.333,267.811,354.889,95.1966,13.13,0.837994,25.0993,19.3821,10.0639
211.11,234.697,472.03,84.7762,14.7721,4.60231,5.99484,6.96784,11.5598
205.867,377.549,426.083,68.1548,45.0613,16.1587,4.48684,0.630716,0.60431
101.212,406.816,283.465,46.8081,42.0696,49.2709,32.9819,2.59431,2.91637
194.345,363.897,378.465,86.4723,42.5477,14.9522,7.49368,5.09137,0.321461
206.505,628.13,422.154,150.141,15.2905,34.9254,2.82909,4.22104,3.09547
268.804,492.709,490.604,98.3632,8.44727,8.47515,6.65508,9.70364,29.1842
343.549,657.471,617.257,65.5817,20.2153,35.0407,1.56769,3.59912,1.44794
357.724,444.49,532.598,115.63,22.6179,3.45196,14.2581,9.1603,11.1887
318.746,697.734,482.463,84.1693,88.9881,1.0468,3.31272,2.42635,9.34478
201.428,407.768,348.071,198.493,55.3879,4.28631,0.236604,0.960359,2.65004
358.267,434.455,534.608,110.179,35.881,1.99727,44.3705,0.988339,0.752314
410.417,485.942,434.152,186.984,12.111,9.89358,19.269,8.05203,4.50135
329.856,660.33,419.88,198.746,2.34894,21.4389,24.91,9.02622,5.12374
437.996,541.627,616.1,108.85,39.0112,8.68114,33.5551,7.38434,2.55712
296.011,579.997,566.19,78.718,33.9797,9.00895,2.09991,2.28283,14.0172
292.82,488.132,579.073,98.0393,25.9721,8.86997,24.4827,17.6073,12.7978
315.393,567.44,526.489,163.501,10.4142,21.3161,45.1351,27.3697,27.3277
442.415,744.834,598.059,132.141,62.6734,11.2065,13.5955,1.99275,39.7985
462.549,526.979,496.449,105.92,15.2028,61.0831,3.8626,11.2174,7.56939
352.623,635.289,721.464,89.5418,23.6009,3.90105,1.44579,9.3294,14.9842
360.523,680.526,522.773,77.3958,50.3416,9.72564,0.326773,19.363,5.23824
409.11,703.682,507.823,94.5069,24.3049,23.9405,5.46665,0.0750306,65.0885
419.41,1032.7,359.209,86.3537,6.42766,5.53399,3.01883,3.22098,73.1129
390.041,822.653,637.106,92.6174,6.51233,18.1995,0.195494,0.178599,59.4649
386.02,579.92,476.313,136.821,14.6198,0.167388,5.28153,4.90001,15.0232
260.347,526.054,565.054,118.711,1.84864,40.4357,47.016,36.6151,2.45319
353.401,509.442,403.676,127.909,0.58182,0.613737,40.5185,15.114,13.3817
453.599,509.336,636.262,83.6287,21.0712,16.0929,26.3291,0.0112549,0.237944
192.634,516.155,407.495,99.8559,22.9022,2.29546,4.01089,0.253992,23.3348
437.486,685.436,594.541,131.831,26.6314,40.0084,2.95756,0.309367,17.533
205.104,425.864,738.876,138.572,2.99282,36.7077,0.941988,0.32289,1.55698
237.594,447.153,718.582,66.4218,0.189996,44.726,3.03084,0.282567,0.112992
248.22,570.101,416.598,109.097,0.406341,21.3068,0.146786,1.20962,5.44146
247.701,594.444,667.744,43.7007,0.578204,0.190515,0.163287,81.3415,0.409101
196.389,672.99,597.859,111.981,0.196313,0.295946,0.131512,59.1521,0.063328
209.505,476.581,737.691,63.8731,1.21381,0.157571,17.0324,38.852,0.01134
244.023,525.751,515.292,81.9438,0.131288,0.770917,50.6659,0.481639,24.503
448.035,842.899,479.917,163.576,1.90514,0.0196059,5.73935,10.8416,67.2072
216.136,368.988,459.323,149.191,0.310288,0.590909,1.06243,7.93526,36.9458
210.825,654.321,413.754,105.438,3.53403,1.5648,10.4171,24.6024,0.138987
198.143,500.63,456.335,63.1007,0.201178,3.03954,34.4425,10.2046,0.122188
238.095,745.409,417.933,75.675,26.9925,17.9569,0.502196,15.384,1.20624
179.541,288.253,541.343,87.014,29.6203,0.180408,6.17294,0.739193,12.1529
126.622,366.592,322.867,103.523,94.2079,0.674719,5.87428,0.394725,18.7878
272.995,364.678,566.46,72.2443,85.7588,5.94356,2.55215,5.20988,46.7979
260.275,602.433,400.486,79.2692,19.6232,5.79363,1.89744,1.46066,31.6267
362.548,573.409,526.547,92.2182,3.17149,1.5409,16.2803,3.08791,108.088
