ro_gr1,h_gr1,m_gs1,rbar_ag1,rinit_ag1,rho_gr1,vartheta_gr1,bo,sbo,q1,q2,SSB1,sel_g1,sel_sd1,sel_g2,sel_sd2,sel_g3,sel_sd3,sel_g4,sel_sd4,sel_g5,sel_sd5,f
374.589,0.875432,0.376295,268.278,155.171,0.247505,1.19855, 27.8492, 46.9985,0.311384,1.00841,28.0674,2.81044,0.383163,3.26261,0.401037,5.16568,0.503339,2.055,0.05,2.055,0.05,-855.072
409.454,0.879962,0.497957,273.385,281.879,0.359081,1.06423, 43.0726, 52.316,0.336119,0.982574,44.7379,3.09165,0.490653,3.31716,0.415482,5.14003,0.491206,2.055,0.05,2.055,0.05,-835.098
414.065,0.732143,0.560797,271.524,343.164,0.196227,1.11466, 40.5334, 53.1416,0.31127,0.987043,43.7442,2.70479,0.43564,3.21418,0.399166,5.05875,0.470879,2.055,0.05,2.055,0.05,-830.846
467.233,0.630517,0.368382,260.885,105.09,0.238784,1.334, 38.9574, 66.0211,0.334076,0.980227,32.3065,2.83699,0.470836,3.18949,0.385531,5.19882,0.50142,2.055,0.05,2.055,0.05,-847.495
419.205,0.881484,0.511448,260.3,192.002,0.282792,1.28654, 57.8308, 61.1247,0.309729,1.00729,45.3699,2.96352,0.482186,3.25099,0.402388,4.94166,0.441008,2.055,0.05,2.055,0.05,-844.434
421.14,0.876468,0.374367,276.46,142.866,0.279968,1.35448, 49.4314, 53.0538,0.298035,0.990462,42.393,2.85923,0.46034,3.30212,0.401102,5.10882,0.479935,2.055,0.05,2.055,0.05,-856.67
356.346,0.816513,0.335356,247.028,96.5406,0.271507,1.40077, 28.9476, 55.739,0.350536,0.976461,32.034,2.91503,0.470473,3.25255,0.405396,5.01029,0.439572,2.055,0.05,2.055,0.05,-855.51
292.841,0.830752,0.580484,252.693,381.836,0.305059,1.15924, 34.639, 44.3526,0.321125,1.00751,40.1137,2.67982,0.339488,3.19706,0.384017,5.15276,0.489148,2.055,0.05,2.055,0.05,-852.143
390.512,0.760501,0.633572,251.788,484.275,0.187277,0.865782, 28.9769, 52.824,0.357081,0.988591,29.093,2.81676,0.420216,3.26703,0.42026,5.14387,0.50564,2.055,0.05,2.055,0.05,-839.656
392.986,0.746456,0.752499,277.905,696.733,0.193764,1.03818, 43.3806, 47.1755,0.314508,0.979649,37.0603,2.826,0.377068,3.20439,0.379284,5.20493,0.505584,2.055,0.05,2.055,0.05,-843.702
342.452,0.823223,0.607306,244.182,693.515,0.194501,1.12883, 85.4749, 48.2007,0.34012,1.00999,77.5136,2.70525,0.336327,3.17228,0.377475,5.00362,0.468048,2.055,0.05,2.055,0.05,-841.562
421.895,0.892011,0.817553,261.482,1312.47,0.242217,1.1471, 56.4467, 58.628,0.324634,1.01338,43.7352,2.74249,0.346198,3.2215,0.376421,5.02056,0.461007,2.055,0.05,2.055,0.05,-858.42
386.378,0.856873,0.878356,251.293,1267.65,0.219946,1.02023, 37.7825, 56.7366,0.358029,0.990066,43.9032,2.85103,0.386392,3.22796,0.384471,5.1447,0.492931,2.055,0.05,2.055,0.05,-840.552
350.021,0.846164,0.912628,248.451,1284.66,0.323788,1.21864, 16.1018, 48.2272,0.339514,1.00137,16.4571,2.71249,0.329183,3.25758,0.408514,5.12382,0.483937,2.055,0.05,2.055,0.05,-827.719
451.462,0.780694,0.68742,264.175,1086.3,0.257247,1.26146, 26.4128, 59.2957,0.313646,1.00793,24.7762,2.57539,0.304757,3.25382,0.392862,5.13992,0.496426,2.055,0.05,2.055,0.05,-839.822
427.837,0.838897,0.870464,259.164,1801.86,0.208969,1.16667, 50.4702, 60.0169,0.307771,0.993267,42.4513,2.54089,0.299365,3.26456,0.410192,5.11728,0.494461,2.055,0.05,2.055,0.05,-850.993
454.862,0.722506,0.85483,258.415,785.889,0.169671,1.14234, 58.6723, 64.3523,0.328063,1.00354,39.9186,2.88396,0.39264,3.21362,0.382123,4.94111,0.444207,2.055,0.05,2.055,0.05,-856.859
446.905,0.74151,0.567845,240.576,202.212,0.221597,1.33683, 64.3301, 69.5782,0.358325,1.00283,49.1022,2.94955,0.471226,3.23427,0.388712,5.15322,0.487118,2.055,0.05,2.055,0.05,-859.28
332.784,0.892839,0.450853,230.138,131.577,0.262383,1.03439, 48.3998, 53.6786,0.408753,1.00519,63.0259,2.95508,0.431697,3.31169,0.407798,5.06425,0.470184,2.055,0.05,2.055,0.05,-861.432
381.563,0.92506,0.298359,234.502,74.0103,0.301461,1.16217, 30.4634, 60.4992,0.381851,1.00118,33.6291,3.06027,0.518012,3.24201,0.387839,5.00532,0.45186,2.055,0.05,2.055,0.05,-860.078
338.358,0.820462,0.525433,256.66,476.451,0.344485,1.49682, 29.8774, 50.4651,0.347497,1.00429,31.1849,2.92065,0.44968,3.21995,0.383003,5.04069,0.461315,2.055,0.05,2.055,0.05,-853.036
325.602,0.87942,0.35881,242.577,127.515,0.274272,1.38392, 50.1192, 48.9958,0.348669,1.014,42.1812,3.04985,0.486893,3.19077,0.384917,5.09458,0.467478,2.055,0.05,2.055,0.05,-854.572
392.056,0.77959,0.53342,285.65,211.874,0.232347,1.07787, 49.3181, 48.867,0.284224,1.00035,47.6978,2.8553,0.474224,3.30996,0.404813,5.13429,0.4815,2.055,0.05,2.055,0.05,-848.343
338.571,0.847194,0.511282,275.315,161.933,0.274307,1.28265, 45.0053, 47.3221,0.29335,0.981757,53.1515,2.79999,0.415126,3.18569,0.381735,5.15536,0.485655,2.055,0.05,2.055,0.05,-846.197
293.728,0.728569,0.560642,260.539,186.403,0.319992,1.47953, 39.5128, 39.6178,0.319452,0.992309,39.4628,2.6952,0.374926,3.24384,0.394954,5.05755,0.474777,2.055,0.05,2.055,0.05,-857.088
319.797,0.942752,0.314889,257.235,42.242,0.226444,1.33071, 33.067, 44.2616,0.322908,0.997432,34.893,2.82421,0.382071,3.20142,0.390097,5.04786,0.482893,2.055,0.05,2.055,0.05,-851.728
394.402,0.822094,0.442877,267.612,152.67,0.286953,1.3163, 42.0191, 52.1506,0.324057,0.999386,32.4573,2.8029,0.384851,3.22081,0.378306,5.06773,0.469616,2.055,0.05,2.055,0.05,-854.444
257.277,0.770796,0.403497,233.783,156.12,0.30688,1.40723, 24.2018, 41.7881,0.359223,1.01983,38.9567,2.89055,0.384721,3.143,0.364194,5.0784,0.479934,2.055,0.05,2.055,0.05,-831.986
373.351,0.790725,0.373773,267.602,67.4959,0.258208,1.2984, 33.9847, 52.1976,0.311037,1.00685,30.6492,2.79984,0.414707,3.21993,0.381764,4.97232,0.456923,2.055,0.05,2.055,0.05,-848.582
357.424,0.881394,0.360773,271.568,80.8832,0.327091,1.42611, 26.6581, 47.6255,0.340569,0.973238,29.7558,2.8204,0.40365,3.18379,0.36355,5.05945,0.450873,2.055,0.05,2.055,0.05,-846.475
297.617,0.73746,0.39228,248.725,77.8114,0.300776,1.52861, 21.5854, 44.0539,0.34363,0.995876,31.4246,2.80672,0.443403,3.20883,0.378994,5.03314,0.453341,2.055,0.05,2.055,0.05,-854.474
442.654,0.816207,0.43709,274.243,160.995,0.174093,1.22206, 22.3803, 53.2204,0.347842,0.976761,17.7565,2.72991,0.361948,3.26318,0.398514,5.20405,0.489251,2.055,0.05,2.055,0.05,-844.867
410.817,0.81719,0.496379,265.126,205.045,0.320113,1.24396, 40.5293, 58.2937,0.324266,0.999709,42.1468,2.66187,0.374258,3.22199,0.387003,5.10109,0.471217,2.055,0.05,2.055,0.05,-842.044
530.559,0.730117,0.470951,282.163,226.103,0.210532,1.06774, 35.6314, 63.9503,0.294202,1.00492,25.9012,2.8657,0.415371,3.13355,0.36277,5.01959,0.471433,2.055,0.05,2.055,0.05,-851.275
332.204,0.692297,0.768115,250.331,859.491,0.206555,1.50181, 23.4789, 46.9183,0.337518,0.994835,28.015,2.7773,0.375844,3.20655,0.375027,5.12181,0.488565,2.055,0.05,2.055,0.05,-848.579
371.336,0.851343,0.624466,232.242,540.039,0.255402,1.13327, 95.1948, 56.4625,0.351496,1.00293,59.6957,2.81845,0.460828,3.2158,0.398238,5.09858,0.475537,2.055,0.05,2.055,0.05,-836.197
465.208,0.664188,0.609647,282.438,483.859,0.22398,1.09717, 63.8143, 57.2551,0.299882,0.997385,44.1494,2.68139,0.334907,3.24965,0.394876,5.16774,0.49156,2.055,0.05,2.055,0.05,-857.453
280.687,0.952677,0.438505,253.105,59.1566,0.21629,1.25521, 35.3898, 42.5421,0.37238,0.988492,48.1841,2.7053,0.361845,3.21414,0.39545,5.20496,0.502962,2.055,0.05,2.055,0.05,-845.408
366.938,0.902251,0.542053,263.835,169.421,0.295162,1.17742, 72.3084, 53.6487,0.318323,0.989846,69.0583,2.83646,0.38436,3.25667,0.386869,5.25992,0.517026,2.055,0.05,2.055,0.05,-827.511
343.574,0.880917,0.635205,243.045,310.719,0.236925,1.29153, 27.5117, 49.5373,0.35062,0.994503,28.7399,2.8118,0.470216,3.20081,0.37837,5.1101,0.478548,2.055,0.05,2.055,0.05,-850.791
508.938,0.792411,0.431283,255.907,161.72,0.212088,1.05161, 48.7657, 65.9304,0.351546,1.00432,30.8248,2.83071,0.446598,3.23726,0.387652,5.20118,0.512159,2.055,0.05,2.055,0.05,-851.424
348.934,0.740581,0.331035,236.016,67.8518,0.287942,1.32898, 29.8013, 52.507,0.378481,1.00223,31.8719,3.10751,0.459772,3.1312,0.366819,5.02293,0.473113,2.055,0.05,2.055,0.05,-843.555
404.161,0.774182,0.354755,249.442,128.542,0.225637,1.38643, 42.2082, 61.7508,0.327731,0.991584,37.631,2.79135,0.389542,3.18912,0.386998,5.07306,0.472957,2.055,0.05,2.055,0.05,-840.588
